image_file,verbatimDate,verbatimDate_confidence,verbatimLocality,verbatimLocality_confidence
1706792.jpeg,27-8-1911 | 1855-,0.025744165,Asminderød,0.613328281
1743943.jpeg,d. 12 VIII 1972,0.176056381,Jæ.Dyrehave Sj.,0.104464989
1707707.jpeg,21/6 83,0.158826917,Esbjerg,0.147835708
1705522.jpeg,30.5.96,0.310327372,Tandskov,0.173085784
1707526.jpeg,1/6 86.,0.037032434,Harboør,0.276165505
1705413.jpeg,14.6.1898,0.990000000,Tisvilde,0.822755380
1706208.jpeg,17-6-1924,0.051885420,Dyrehaven,0.654619582
1705701.jpeg,MISSING,0.949302819,SS,0.989108821
1707036.jpeg,1/6 1930,0.048617763,Dyrehaven,0.758887542
1707563.jpeg,21-6-1956,0.729181570,V.F. Høvblege Møn,0.143379812
1743881.jpeg,Aug 1934,0.204871173,Tange v. Ribe,0.061391331
1744529.jpeg,MISSING,0.341815702,Falster,0.838796605
1705885.jpeg,24/8-1941,0.923458624,Hampen,0.645707790
1706145.jpeg,3/6.1870.,0.883949682,Rønne | Bo,0.648084268
1706116.jpeg,MISSING,0.890187936,MISSING,0.166253410
1705503.jpeg,MISSING,0.978117611,MISSING,0.538469233
1743977.jpeg,19.9.75.,0.352509851,MISSING,0.425586541
1708836.jpeg,MISSING,0.613922401,MISSING,0.468363140
1705606.jpeg,MISSING,0.964452865,MISSING,0.534310397
1709278.jpeg,MISSING,0.561936951,Kb,0.963561685
1708753.jpeg,MISSING,0.627290088,Veile Bøije. | Ve,0.027823583
1728594.jpeg,9.V.1992,0.440736587,Høstemark NEJ,0.273789027
1707390.jpeg,MISSING,0.749381631,Boserup,0.267847833
1708681.jpeg,1.11.33.,0.639172477,Ingemannsvej Frederiksberg,0.127635647
1742745.jpeg,MISSING,0.433904213,Dyrehaven,0.776711125
1707538.jpeg,MISSING,0.733934526,MISSING,0.501039709
1709045.jpeg,MISSING,0.584810549,MISSING,0.463313125
1705870.jpeg,27/6 1984,0.059014853,Skallingen,0.684028493
1707310.jpeg,4. 5. 1938,0.765422855,Vesterris,0.547975144
1728490.jpeg,1. 6. 14,0.147241588,Silkeby,0.064064868
1709456.jpeg,15. 10. 1928.,0.531636860,Estrup Skov,0.312109730
1706854.jpeg,27/6 71,0.029605941,MISSING,0.515892695
1742818.jpeg,29/5. 1917,0.164768112,Vester Ulslev - Kjeldskov,0.136844498
1706272.jpeg,6/7 15,0.034655956,MISSING,0.522130949
1709245.jpeg,16/4.1870,0.234874204,Dyrehaven,0.785028797
1706077.jpeg,4. 5. 1938.,0.896723249,Vesterris,0.384295241
1707999.jpeg,MISSING,0.667690209,Danmark,0.857808427
1744646.jpeg,12.5-1957,0.326368597,Saltholm,0.805525917
1708955.jpeg,9/9.1872,0.157935738,Dyrehaven,0.787108215
1709778.jpeg,28.IX.1988,0.503713246,NEZ UB58 HARESKOV,0.100009094
1743753.jpeg,26/5 27,0.085156108,Gandløse Ore,0.121397393
1705644.jpeg,8.8.1936,0.958808730,Arnager,0.037626554
1709004.jpeg,16/4.1870,0.188829948,Dyrehaven,0.651351925
1708747.jpeg,MISSING,0.628478327,Ve,0.965938163
1705744.jpeg,28-6-53,0.941876326,Vestr. Sømark,0.259233101
1709463.jpeg,26. 9. 1931,0.530745681,Virklund,0.603228251
1705812.jpeg,MISSING,0.932964535,Dyrehaven,0.370927554
1744706.jpeg,27. 3. 1978.,0.320724462,Myrthue,0.542331009
1708425.jpeg,8-9-1970 | 8-9-1970 | 8-9-1970,0.028714762,Løsø | Løsø | Løsø,0.026041225
1705790.jpeg,25.6.1913,0.935638072,Ermelunden,0.386077599
1707569.jpeg,21-6-1956,0.727696272,V.f. Høvblege Møn,0.234874204
1709804.jpeg,1.5.1949,0.227150652,Jonstrup Sjæll.,0.122288572
1705545.jpeg,13/6 1929 | 13/6 29,0.109217945,"Engene, Svb. Svendborg Amt | E",0.096444377
1707993.jpeg,8/5.1870,0.668878448,Dyrehaven,0.319536223
1744705.jpeg,7.5.1977,0.321021522,Svinø strand,0.407465899
1705746.jpeg,8-7-60,0.941579266,Vstr. Sømark,0.546192786
1708819.jpeg,MISSING,0.618378296,MISSING,0.472521976
1708470.jpeg,MISSING,0.644222492,MISSING,0.484701425
1710374.jpeg,23.7-44,0.221209457,DANMARK | Stasevang,0.705416793
1707913.jpeg,13.6.1913,0.680463777,Ermelunden,0.399445286
1708697.jpeg,MISSING,0.636795999,MISSING,0.481136708
1743820.jpeg,16.6.1929,0.207247651,Lellinge skov,0.427665959
1744652.jpeg,11.5-1913,0.088720824,Avedøre,0.591345862
1710395.jpeg,7-5.1911,0.219724159,Dyreh.,0.299039103
1705861.jpeg,8.1900,0.087235526,Gelsskov,0.279730221
1705592.jpeg,2/6-19.,0.966235223,Hammeren,0.822161261
1705450.jpeg,29/5.1870,0.193879964,Dyrehaven,0.772552289
1709908.jpeg,MISSING,0.487672022,MISSING,0.446083662
1743035.jpeg,27.IV.2022,0.410436496,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.619566535
1705919.jpeg,24-7-61.,0.919299788,Jydelejet. Møn.,0.243488936
1708774.jpeg,94.9.,0.012376478,MISSING,0.476086693
1709899.jpeg,MISSING,0.489454380,Kb,0.980494089
1707475.jpeg,8-6-1914,0.738390421,Vamdrup,0.861076084
1709749.jpeg,MISSING,0.508763262,MISSING,0.449351319
1705672.jpeg,MISSING,0.953461655,Veilø Bugt,0.114565020
1707935.jpeg,15.10.21,0.676899060,Dyrehaven,0.741658078
1706778.jpeg,19-7-1908 | 1835,0.024852986,Rungsted,0.700663838
1709037.jpeg,9/9 72,0.240518339,Dyrh,0.829290694
1744586.jpeg,MISSING,0.331715671,MISSING,0.423804183
1709203.jpeg,22.9.1996,0.567581085,Dyrehaven,0.729478630
1706222.jpeg,12-6-43,0.875334950,Sandbjerg,0.763046378
1743595.jpeg,19.4.89,0.092879661,Odense,0.896723249
1705481.jpeg,7/1865.,0.981088209,Dyrehaven | Kb,0.596989997
1706148.jpeg,MISSING,0.883058503,Kb,0.987029403
1705656.jpeg,15.7.37.,0.956729312,Sose,0.833152470
1706464.jpeg,5/1871.,0.037626554,Jydske Aas Vendsyssel,0.119912095
1709188.jpeg,29-8-1952,0.570254623,Dyrehaven,0.732152167
1709562.jpeg,V. 00.,0.094959079,Saaby.,0.015644135
1707248.jpeg,MISSING,0.776711125,Dyrehaven,0.792455289
1709940.jpeg,9/9. 1901,0.222694756,Kjeldskov Vester Ulslev,0.086047287
1744692.jpeg,lo-5-1956,0.034061837,Kongelunden,0.341518642
1707943.jpeg,6/1870,0.152588663,Dyrehaven,0.741063959
1709892.jpeg,MISSING,0.490939679,Kb,0.981088209
1743578.jpeg,MISSING,0.392315853,Sielland,0.824537739
1705996.jpeg,23.7.44,0.909496817,Stasevang | DANMARK,0.706010912
1705424.jpeg,29.7.1928.,0.988514701,rg. Østenfjeld,0.120209154
1707805.jpeg,6/1862.,0.132685662,Ti | Kulhuset Jægerspris,0.609466505
1705436.jpeg,27.5.22,0.155262201,Søllerød,0.565501667
1728475.jpeg,MISSING,0.457074871,MISSING,0.442221885
1707282.jpeg,17.6.1924,0.768987572,Slotved Skov,0.588672325
1707953.jpeg,6/1870,0.102979691,Dyrehaven,0.790078812
1708824.jpeg,MISSING,0.616892998,MISSING,0.471036678
1742785.jpeg,MISSING,0.426180661,MISSING,0.437765990
1705942.jpeg,23-6-1961,0.915438012,Hjarbæk,0.606495908
1705860.jpeg,MISSING,0.925240982,MISSING,0.528369203
1742994.jpeg,13-7-1951,0.417565929,Dragstrup,0.712546226
1706220.jpeg,17-6-1922,0.875632010,Dyrehaven,0.763640497
1743995.jpeg,26-7-1951,0.348945135,Nivå,0.928508639
1708704.jpeg,MISSING,0.635607760,MISSING,0.479651410
1706889.jpeg,20.VII.2021,0.817705365,"DENMARK: NWJ, Hjelm Hede (west), 56.48N, 8.89E, 16 m",0.628478327
1706876.jpeg,26-7-1951,0.819784783,Nivå,0.935043953
1709100.jpeg,Sptbr 1936,0.095850258,Saltholm,0.825131858
1707998.jpeg,MISSING,0.667987269,MISSING,0.162094574
1705428.jpeg,8.9.1883,0.987623522,Husum,0.773443468
1709206.jpeg,10-9-1972,0.566689906,VESTER MØLLE,0.301415580
1728534.jpeg,12-9-61.,0.449648378,Eremitagen,0.666204911
1709216.jpeg,28.9.1913,0.187938769,Dyrehaven,0.551242801
1708873.jpeg,26-10-1972,0.607981206,Marselisborg Dyreh,0.199821158
1706503.jpeg,MISSING,0.839390724,Tiis-Sø,0.397365868
1743737.jpeg,31-7-94,0.209624129,Fugelmosen,0.021288269
1743851.jpeg,10-5-63,0.367659897,Faxe,0.932073356
1744531.jpeg,3/6.1870.,0.341221582,Bo | Stranden ved Byå Rønne,0.111594423
1708379.jpeg,5-4-50.,0.657293119,Sønderskov. Høvelte,0.226853592
1744587.jpeg,Juni 1830.,0.331418612,Sielland,0.824240679
1709154.jpeg,17/9 75,0.036735374,MISSING,0.461233707
1709516.jpeg,MISSING,0.520645650,Kb,0.958511670
1709282.jpeg,MISSING,0.561342831,Kb,0.963264626
1706193.jpeg,7/6 1937 | 7/6 37,0.116941497,Ærø Svendborg Amt,0.077432555
1706063.jpeg,5.6.22,0.898505608,Dyrehaven,0.234280085
1708456.jpeg,14.9.09,0.250024250,Skagen,0.696207942
1709743.jpeg,12/7 86 | 11/4 91,0.064064868,MISSING,0.012970597
1706015.jpeg,13.6.1950,0.171006366,Langå Jyll.,0.046538345
1709762.jpeg,12-4-1952,0.506089724,Haveskov,0.075947257
1705936.jpeg,11.5.49.,0.299039103,Herlev,0.907120339
1709875.jpeg,12/7.1870,0.223882995,Ørholm,0.378354047
1708785.jpeg,MISSING,0.621943013,MISSING,0.474304335
1708985.jpeg,MISSING,0.593722340,MISSING,0.160609276
1708922.jpeg,10.10.1884,0.599663534,Erlev,0.737202182
1705492.jpeg,29/5. 1870,0.310921491,Dyrehaven,0.772255229
1742771.jpeg,MISSING,0.428557139,Kb,0.950491058
1742738.jpeg,MISSING,0.435686572,Dyrehaven,0.713734465
1743872.jpeg,16-4-49,0.363798121,Lillerød,0.388157017
1706173.jpeg,20/6 75,0.294286147,Jydske Ås,0.078620794
1708832.jpeg,MISSING,0.615110640,MISSING,0.469551379
1709088.jpeg,12-9-1914,0.580057593,Vamdrup,0.799584723
1710390.jpeg,7-5-1911,0.220318278,Dyreh,0.061094271
1709962.jpeg,12/7 1939. | 12/7 39,0.091691422,Ærø Svendborg Amt,0.079214914
1708860.jpeg,26.10.72,0.245271294,Marselisb. Sk.,0.297553804
1707002.jpeg,MISSING,0.802258260,MISSING,0.512625038
1709981.jpeg,26-7-1968,0.221803577,kragnos F 18,0.089017884
1742789.jpeg,MISSING,0.425586541,Lolland,0.845331919
1705956.jpeg,16.6.1929,0.913952713,Wellinge skov,0.285968475
1708722.jpeg,20.10.1946,0.632637163,Salten,0.385186420
1706473.jpeg,MISSING,0.844737799,Al,0.837014247
1706887.jpeg,20.VII.2021,0.818299485,"DENMARK: NWJ, Hjelm Hede (east), 56.48N, 8.91E, 20 m",0.315971507
1707564.jpeg,21-6-1956,0.728884510,V.F. Høvblege Møn,0.143082752
1744549.jpeg,MISSING,0.338845105,Kb,0.946926341
1707442.jpeg,3/7 1898,0.743737496,Kulhuse,0.587187026
1744475.jpeg,MISSING,0.344786299,Øbjerggård,0.636498939
1708841.jpeg,19.1.1990,0.612734162,Høgdal v. Them,0.237250682
1707828.jpeg,MISSING,0.695019703,SS | Øbjerggård Næstved,0.347756896
1707826.jpeg,MISSING,0.695316763,SS | Øbjerggård Næstved,0.335577448
1743019.jpeg,27.IV.2022,0.412218854,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.619863595
1728448.jpeg,3/6.1870,0.052182480,Bo | ved Byen Rønne,0.069411943
1706111.jpeg,7/6.1870,0.170412246,Rø Bornholm,0.590157624
1709904.jpeg,MISSING,0.488860261,MISSING,0.157935738
1707832.jpeg,6/62,0.103573810,Kulhuset Jægerspris,0.122585632
1707944.jpeg,6/1870,0.258638982,Dyrehaven,0.740766899
1743917.jpeg,13-7-1963,0.357856926,Nødebohuse Halsnæs,0.237844801
1709806.jpeg,26.9. 1948,0.499554410,Dyrehaven Själl.,0.209327069
1707645.jpeg,MISSING,0.718487420,Møen,0.410436496
1728582.jpeg,10.6.1979,0.442816005,Østrig,0.898505608
1705681.jpeg,3/6.1870,0.161797514,Rønne,0.927617460
1705622.jpeg,14-5-1954,0.962076387,Kulhuse,0.801070021
1706823.jpeg,24.3.1970,0.828993634,Østjylland Klattrup syd f. Vejle,0.203979994
1728460.jpeg,MISSING,0.460639588,Kb,0.952867536
1743573.jpeg,MISSING,0.393207032,SS,0.979305850
1706141.jpeg,MISSING,0.885137921,Bo,0.919596848
1707287.jpeg,22.5.1915,0.768096393,Tg. Ry Nørreskov,0.048914823
1706863.jpeg,19-8-1962,0.822161261,"NØ, KONGELUNDEN 46",0.058717793
1708911.jpeg,5.9.1918,0.601148833,Tg. Bøller,0.024555926
1709416.jpeg,27.IV.2022,0.536983935,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.454104274
1708674.jpeg,13/10-18,0.640063656,Rude Hegn,0.661154895
1744622.jpeg,23/7.1906,0.015347075,Handermølle Strand,0.098523795
1709041.jpeg,9/9.72,0.239924219,Dyrh,0.804931798
1709770.jpeg,20-5-1956,0.228635950,JægersprisNord skov,0.075353137
1708996.jpeg,MISSING,0.591048803,MISSING,0.465986663
1707930.jpeg,13.5.1938,0.677493180,Aasø,0.830181873
1743952.jpeg,8-9-1970,0.353995150,Læsø,0.053370718
1707893.jpeg,24-III-1975,0.684325553,Tykskov krat,0.573225220
1706331.jpeg,MISSING,0.860481964,MISSING,0.520645650
1709411.jpeg,27.IV.2022,0.538469233,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.623131252
1707242.jpeg,MISSING,0.778196423,MISSING,0.507277963
1743792.jpeg,11/9 1935 | 11/9 35,0.072085480,Thurø Svendborg Amt | Tø,0.278541982
1743848.jpeg,16/9.1940,0.368551076,St. Annae Plads,0.066738406
1707502.jpeg,23-6-1961,0.737202182,Hjarbæk,0.419051228
1706041.jpeg,20.5.34,0.296365565,Reersø,0.914249773
1705510.jpeg,MISSING,0.976632313,Lolland,0.879196726
1709084.jpeg,11-9-1910,0.083670809,Dyrehaven,0.734825705
1743018.jpeg,19.V.2022,0.412515914,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.561045771
1709820.jpeg,18.7.1926,0.226853592,Thorsager,0.685513792
1708449.jpeg,22/6 87 | 6/5 88,0.065253107,Harb | Harb,0.119317975
1743727.jpeg,5-6-18,0.209921188,Lasaa. Bornh.,0.094959079
1709046.jpeg,MISSING,0.584513489,MISSING,0.463016065
1710333.jpeg,23-6-1961,0.477274932,"MidtJylland Galgehøj, Hjarbæk",0.190612307
1708677.jpeg,1/5.1942,0.249430130,Ø.Assels Mors,0.091988481
1705584.jpeg,13. vi. 1978,0.967423462,"NWZ, PG 27 Røsnæs, Kongstrup",0.110109124
1709400.jpeg,27.IV.2022,0.541736890,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.625210670
1706280.jpeg,26-8-1956,0.867017278,Nekselø V.,0.682543195
1705663.jpeg,MISSING,0.954946954,Veilø Bugt,0.095553198
1743715.jpeg,27/5.1901,0.210515308,Vester Ulslev Haven,0.179026978
1707044.jpeg,5-6-1921,0.048320703,Dyrehaven,0.653728403
1705842.jpeg,MISSING,0.928211579,Lolland,0.873849651
1709854.jpeg,12.8.22,0.044458927,Thorsager,0.778790543
1742781.jpeg,MISSING,0.427071840,MISSING,0.155262201
1744635.jpeg,27/7-1933 | 27.7.33,0.026932404,Skallingen,0.692049106
1707574.jpeg,12.6.1999,0.726805092,Tolne Bakker,0.411030615
1706124.jpeg,MISSING,0.888702637,MISSING,0.524507426
1709149.jpeg,19/9 75,0.073867839,MISSING,0.462124886
1707997.jpeg,MISSING,0.668284329,MISSING,0.162391634
1706883.jpeg,7-19/7 1997,0.818596544,"B, Almindingen, Svinemose",0.133279782
1708945.jpeg,17/9.1870,0.059906032,Bornholm,0.578869354
1709240.jpeg,16/4.1870,0.075947257,Dyrehaven,0.391721734
1743990.jpeg,26-7-1961,0.059311913,Nivå,0.929696878
1708349.jpeg,6/6-1942,0.660263716,Bornholm,0.370036375
1728533.jpeg,28-5-61.,0.449945438,Eremitagen,0.666501970
1709137.jpeg,23.9.1978,0.056044256,DANMARK | RISØ ROSKILDE,0.323695059
